"payment_month","user_id","game_name","total_revenue","new_mrr","expansion_revenue","contraction_revenue","back_from_churn_revenue","churned_revenue","churn_month","language","has_older_device_model","age"
2022-09-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,70.14,,,-8.25,,,,en,false,25
2022-10-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,49.08,,,-21.06,,,,en,false,25
2022-11-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,376.56,,327.48,,,,,en,false,25
2022-12-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,119.94,,,-256.62,,119.94,2023-01-01,en,false,25
2022-12-01,e6LTrwXMl/v1epsRPDa9Fg==,game 2,15.93,15.93,,,,15.93,2023-01-01,uk,false,30
2022-04-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,23.04,23.04,,,,,,ru,false,18
2022-05-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,14.55,,,-8.49,,,,ru,false,18
2022-06-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,25.65,,11.10,,,,,ru,false,18
2022-07-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,31.86,,6.21,,,,,ru,false,18
2022-08-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,40.14,,8.28,,,,,ru,false,18
2022-09-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,22.92,,,-17.22,,,,ru,false,18
2022-10-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,70.95,,48.03,,,,,ru,false,18
2022-11-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,12.93,,,-58.02,,12.93,2022-12-01,ru,false,18
2022-09-01,Ej00UDBb0OBlQliAnSIp+g==,game 3,42.54,42.54,,,,42.54,2022-10-01,uk,false,15
2022-07-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,22.5,22.5,,,,,,uk,false,19
2022-08-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,61.95,,39.45,,,,,uk,false,19
2022-09-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,31.29,,,-30.66,,31.29,2022-10-01,uk,false,19
2022-06-01,eoqO46DzxSrKA2rredUNyQ==,game 3,13.5,13.5,,,,,,uk,false,24
2022-07-01,eoqO46DzxSrKA2rredUNyQ==,game 3,60.72,,47.22,,,,,uk,false,24
2022-08-01,eoqO46DzxSrKA2rredUNyQ==,game 3,43.71,,,-17.01,,,,uk,false,24
2022-09-01,eoqO46DzxSrKA2rredUNyQ==,game 3,13.89,,,-29.82,,,,uk,false,24
2022-10-01,eoqO46DzxSrKA2rredUNyQ==,game 3,189.12,,175.23,,,189.12,2022-11-01,uk,false,24
2022-09-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,62.16,62.16,,,,,,uk,false,25
2022-10-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,130.77,,68.61,,,,,uk,false,25
2022-11-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,43.11,,,-87.66,,,,uk,false,25
2022-12-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,30.54,,,-12.57,,30.54,2023-01-01,uk,false,25
2022-05-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,47.22,47.22,,,,,,uk,false,21
2022-06-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,103.71,,56.49,,,,,uk,false,21
2022-07-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,39.87,,,-63.84,,,,uk,false,21
2022-08-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,65.52,,25.65,,,,,uk,false,21
2022-09-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,57.27,,,-8.25,,57.27,2022-10-01,uk,false,21
2022-11-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,74.37,,,,74.37,,,uk,false,21
2022-12-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,24.21,,,-50.16,,24.21,2023-01-01,uk,false,21
2022-07-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,33.24,33.24,,,,,,ru,true,20
2022-08-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,37.23,,3.99,,,,,ru,true,20
2022-09-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,79.08,,41.85,,,,,ru,true,20
2022-10-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,136.86,,57.78,,,,,ru,true,20
2022-11-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,58.95,,,-77.91,,,,ru,true,20
2022-12-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,47.13,,,-11.82,,47.13,2023-01-01,ru,true,20
2022-12-01,F7cC4XEymgoRKeijWu63+w==,game 3,24.33,24.33,,,,24.33,2023-01-01,uk,false,16
2022-09-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,23.13,23.13,,,,,,uk,false,21
2022-10-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,111.36,,88.23,,,,,uk,false,21
2022-11-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,54.81,,,-56.55,,54.81,2022-12-01,uk,false,21
2022-04-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,48.45,48.45,,,,48.45,2022-05-01,ru,false,18
2022-06-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,89.07,,,,89.07,,,ru,false,18
2022-07-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,31.59,,,-57.48,,,,ru,false,18
2022-08-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,30.39,,,-1.20,,30.39,2022-09-01,ru,false,18
2022-11-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,22.14,,,,22.14,22.14,2022-12-01,ru,false,18
2022-09-01,FbbhrtuL39vfmatF2ObVfA==,game 3,42.60,42.60,,,,,,uk,false,16
2022-10-01,FbbhrtuL39vfmatF2ObVfA==,game 3,114.09,,71.49,,,,,uk,false,16
2022-11-01,FbbhrtuL39vfmatF2ObVfA==,game 3,112.86,,,-1.23,,,,uk,false,16
2022-12-01,FbbhrtuL39vfmatF2ObVfA==,game 3,14.67,,,-98.19,,14.67,2023-01-01,uk,false,16
2022-04-01,fCdEizmUtnjNYQLbx81H8g==,game 3,18.12,18.12,,,,18.12,2022-05-01,ru,false,16
2022-06-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,19.98,19.98,,,,,,ru,false,18
2022-07-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,32.94,,12.96,,,,,ru,false,18
2022-08-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,65.34,,32.40,,,65.34,2022-09-01,ru,false,18
2022-11-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,34.71,,,,34.71,34.71,2022-12-01,ru,false,18
2022-09-01,FfphIhReAA2romBynjqxqw==,game 3,70.80,70.80,,,,70.80,2022-10-01,uk,false,19
2022-12-01,fFqrZjaytcDUnW57W7PRJA==,game 3,76.14,76.14,,,,76.14,2023-01-01,uk,false,22
2022-09-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,14.88,14.88,,,,14.88,2022-10-01,uk,false,39
2022-11-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,13.29,,,,13.29,13.29,2022-12-01,uk,false,39
2022-11-01,fH7uxifYBCx0TULRrcqajg==,game 3,15.51,15.51,,,,,,uk,false,23
2022-12-01,fH7uxifYBCx0TULRrcqajg==,game 3,18.36,,2.85,,,18.36,2023-01-01,uk,false,23
2022-05-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,24.36,24.36,,,,24.36,2022-06-01,ru,false,31
2022-08-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,53.28,,,,53.28,,,ru,false,31
2022-09-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,44.70,,,-8.58,,,,ru,false,31
2022-10-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,16.05,,,-28.65,,16.05,2022-11-01,ru,false,31
2022-10-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,15.48,15.48,,,,,,uk,false,19
2022-11-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,37.20,,21.72,,,,,uk,false,19
2022-12-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,23.85,,,-13.35,,23.85,2023-01-01,uk,false,19
2022-08-01,fNc4x9raJu2OBcbtEloM7A==,game 3,15.84,15.84,,,,15.84,2022-09-01,ru,false,35
2022-10-01,fq8oNQ55zdVqL3GK0IjuYg==,game 3,31.74,31.74,,,,31.74,2022-11-01,uk,false,25
2022-04-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,26.28,26.28,,,,,,uk,false,21
2022-05-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,20.73,,,-5.55,,20.73,2022-06-01,uk,false,21
2022-07-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,36.66,,,,36.66,36.66,2022-08-01,uk,false,21
2022-09-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,29.34,,,,29.34,,,uk,false,21
2022-10-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,33.69,,4.35,,,,,uk,false,21
2022-11-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,25.47,,,-8.22,,,,uk,false,21
2022-12-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,26.16,,0.69,,,26.16,2023-01-01,uk,false,21
2022-07-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,57.39,57.39,,,,,,uk,false,16
2022-08-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,57.60,,0.21,,,,,uk,false,16
2022-09-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,96.66,,39.06,,,,,uk,false,16
2022-10-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,86.01,,,-10.65,,,,uk,false,16
2022-11-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,85.32,,,-0.69,,,,uk,false,16
2022-12-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,14.97,,,-70.35,,14.97,2023-01-01,uk,false,16
2022-07-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,72.57,72.57,,,,,,uk,false,19
2022-08-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,133.05,,60.48,,,,,uk,false,19
2022-09-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,52.32,,,-80.73,,,,uk,false,19
2022-10-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,67.17,,14.85,,,,,uk,false,19
2022-11-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,96.30,,29.13,,,,,uk,false,19
2022-12-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,131.10,,34.80,,,131.10,2023-01-01,uk,false,19
2022-03-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,12.54,12.54,,,,12.54,2022-04-01,ru,false,35
2022-05-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,31.56,,,,31.56,31.56,2022-06-01,ru,false,35
2022-05-01,fXlo39/YD2z9SEVShTXp6w==,game 3,17.34,17.34,,,,17.34,2022-06-01,uk,false,34
2022-09-01,G073LR6lQoatStpZMzNVOQ==,game 3,35.10,35.10,,,,,,uk,false,25
2022-10-01,G073LR6lQoatStpZMzNVOQ==,game 3,16.65,,,-18.45,,,,uk,false,25
2022-11-01,G073LR6lQoatStpZMzNVOQ==,game 3,94.32,,77.67,,,,,uk,false,25
2022-12-01,G073LR6lQoatStpZMzNVOQ==,game 3,89.70,,,-4.62,,89.70,2023-01-01,uk,false,25
2022-07-01,G9053rs6jbKItKUhrUdLew==,game 3,47.01,47.01,,,,,,uk,false,27
2022-08-01,G9053rs6jbKItKUhrUdLew==,game 3,41.94,,,-5.07,,,,uk,false,27
2022-09-01,G9053rs6jbKItKUhrUdLew==,game 3,64.95,,23.01,,,64.95,2022-10-01,uk,false,27
2022-11-01,G9053rs6jbKItKUhrUdLew==,game 3,103.92,,,,103.92,,,uk,false,27
2022-12-01,G9053rs6jbKItKUhrUdLew==,game 3,17.22,,,-86.70,,17.22,2023-01-01,uk,false,27
2022-04-01,GEAVJz1gd3SThbDZR01fcA==,game 3,87.36,87.36,,,,,,uk,false,14
2022-05-01,GEAVJz1gd3SThbDZR01fcA==,game 3,48.30,,,-39.06,,,,uk,false,14
2022-06-01,GEAVJz1gd3SThbDZR01fcA==,game 3,36.06,,,-12.24,,,,uk,false,14
2022-07-01,GEAVJz1gd3SThbDZR01fcA==,game 3,75.36,,39.30,,,75.36,2022-08-01,uk,false,14
2022-09-01,GEAVJz1gd3SThbDZR01fcA==,game 3,60.06,,,,60.06,,,uk,false,14
2022-10-01,GEAVJz1gd3SThbDZR01fcA==,game 3,26.22,,,-33.84,,26.22,2022-11-01,uk,false,14
2022-06-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,51.24,51.24,,,,,,uk,false,23
2022-07-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,107.07,,55.83,,,,,uk,false,23
2022-08-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,30.18,,,-76.89,,,,uk,false,23
2022-09-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,22.92,,,-7.26,,,,uk,false,23
2022-10-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,37.17,,14.25,,,,,uk,false,23
2022-11-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,21.54,,,-15.63,,21.54,2022-12-01,uk,false,23
2022-12-01,GeLWEsTiQ25xFxDGxLyEJg==,game 3,16.5,16.5,,,,16.5,2023-01-01,uk,false,26
2022-11-01,GetHmCsisRTAnwhuBEMa9Q==,game 3,119.55,119.55,,,,,,ru,false,16
2022-12-01,GetHmCsisRTAnwhuBEMa9Q==,game 3,160.38,,40.83,,,160.38,2023-01-01,ru,false,16
2022-03-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,17.13,17.13,,,,,,uk,false,16
2022-04-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,128.40,,111.27,,,,,uk,false,16
2022-05-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,67.29,,,-61.11,,,,uk,false,16
2022-06-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,82.80,,15.51,,,,,uk,false,16
2022-07-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,45.96,,,-36.84,,,,uk,false,16
2022-08-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,77.82,,31.86,,,77.82,2022-09-01,uk,false,16
2022-10-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,152.43,,,,152.43,,,uk,false,16
2022-11-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,76.14,,,-76.29,,,,uk,false,16
2022-12-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,48.75,,,-27.39,,48.75,2023-01-01,uk,false,16
2022-08-01,GjL6ipu28pHPFxZJPuplNQ==,game 3,16.44,16.44,,,,16.44,2022-09-01,uk,false,28
2022-05-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,64.65,64.65,,,,64.65,2022-06-01,ru,false,18
2022-07-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,114.75,,,,114.75,,,ru,false,18
2022-08-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,76.23,,,-38.52,,,,ru,false,18
2022-09-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,18.27,,,-57.96,,,,ru,false,18
2022-10-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,139.68,,121.41,,,,,ru,false,18
2022-11-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,53.49,,,-86.19,,53.49,2022-12-01,ru,false,18
2022-09-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,18.12,18.12,,,,,,uk,true,25
2022-10-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,23.1,,4.98,,,,,uk,true,25
2022-11-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,21.66,,,-1.44,,,,uk,true,25
2022-12-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,54.00,,32.34,,,54.00,2023-01-01,uk,true,25
2022-04-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,55.86,55.86,,,,,,ru,false,21
2022-05-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,22.17,,,-33.69,,,,ru,false,21
2022-06-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,41.52,,19.35,,,,,ru,false,21
2022-07-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,85.17,,43.65,,,,,ru,false,21
2022-08-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,17.4,,,-67.77,,,,ru,false,21
2022-09-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,53.52,,36.12,,,,,ru,false,21
2022-10-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,38.22,,,-15.30,,,,ru,false,21
2022-11-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,29.34,,,-8.88,,29.34,2022-12-01,ru,false,21
2022-04-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,35.55,35.55,,,,,,ru,false,30
2022-05-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,41.88,,6.33,,,,,ru,false,30
2022-06-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,14.49,,,-27.39,,14.49,2022-07-01,ru,false,30
2022-10-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,17.16,,,,17.16,17.16,2022-11-01,ru,false,30
2022-07-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,92.19,92.19,,,,,,uk,false,20
2022-08-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,57.78,,,-34.41,,,,uk,false,20
2022-09-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,49.95,,,-7.83,,,,uk,false,20
2022-10-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,38.85,,,-11.10,,,,uk,false,20
2022-11-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,48.15,,9.30,,,,,uk,false,20
2022-12-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,23.34,,,-24.81,,23.34,2023-01-01,uk,false,20
2022-06-01,GUNmu9bjwltT1/vYgzDEDQ==,game 3,13.56,13.56,,,,13.56,2022-07-01,uk,true,16
2022-08-01,gxZPbCoYIu8slavUm05KGA==,game 3,19.8,19.8,,,,,,ru,false,14
2022-09-01,gxZPbCoYIu8slavUm05KGA==,game 3,49.50,,29.70,,,,,ru,false,14
2022-10-01,gxZPbCoYIu8slavUm05KGA==,game 3,14.91,,,-34.59,,,,ru,false,14
2022-11-01,gxZPbCoYIu8slavUm05KGA==,game 3,29.22,,14.31,,,,,ru,false,14
2022-12-01,gxZPbCoYIu8slavUm05KGA==,game 3,34.14,,4.92,,,34.14,2023-01-01,ru,false,14
2022-04-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,14.34,14.34,,,,,,uk,false,30
2022-05-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,12.09,,,-2.25,,,,uk,false,30
2022-06-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,51.21,,39.12,,,,,uk,false,30
2022-07-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,18.12,,,-33.09,,18.12,2022-08-01,uk,false,30
2022-09-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,26.73,,,,26.73,26.73,2022-10-01,uk,false,30
2022-03-01,H44DjZG42orzuBXLai7JkA==,game 3,13.32,13.32,,,,13.32,2022-04-01,ru,false,29
2022-04-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,42.24,42.24,,,,,,ru,true,24
2022-05-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,15.6,,,-26.64,,,,ru,true,24
2022-06-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,32.07,,16.47,,,,,ru,true,24
2022-07-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,55.89,,23.82,,,,,ru,true,24
2022-08-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,36.27,,,-19.62,,,,ru,true,24
2022-09-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,20.91,,,-15.36,,,,ru,true,24
2022-10-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,19.02,,,-1.89,,,,ru,true,24
2022-11-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,20.97,,1.95,,,20.97,2022-12-01,ru,true,24
2022-07-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,117.78,117.78,,,,,,ru,false,18
2022-08-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,32.13,,,-85.65,,,,ru,false,18
2022-09-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,79.56,,47.43,,,,,ru,false,18
2022-10-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,55.11,,,-24.45,,,,ru,false,18
2022-11-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,62.55,,7.44,,,,,ru,false,18
2022-12-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,82.41,,19.86,,,82.41,2023-01-01,ru,false,18
2022-03-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,27.6,27.6,,,,27.6,2022-04-01,uk,false,20
2022-05-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,18.84,,,,18.84,18.84,2022-06-01,uk,false,20
2022-07-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,25.2,,,,25.2,25.2,2022-08-01,uk,false,20
2022-09-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,28.14,,,,28.14,28.14,2022-10-01,uk,false,20
2022-10-01,hJC/g1L2PFnPlGoqsvD2/g==,game 3,28.95,28.95,,,,,,ru,false,26
2022-11-01,hJC/g1L2PFnPlGoqsvD2/g==,game 3,36.93,,7.98,,,36.93,2022-12-01,ru,false,26
2022-06-01,HjI8n/FVfaGZ4bIEwrZPGw==,game 3,31.80,31.80,,,,31.80,2022-07-01,ru,false,29
2022-04-01,hkNuy6dTFIFcsQQfT5YkwQ==,game 3,20.25,20.25,,,,20.25,2022-05-01,uk,false,21
2022-10-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,61.80,61.80,,,,,,uk,false,17
2022-11-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,12.81,,,-48.99,,,,uk,false,17
2022-12-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,22.26,,9.45,,,22.26,2023-01-01,uk,false,17
2022-04-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,59.64,59.64,,,,,,ru,false,17
2022-05-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,20.85,,,-38.79,,20.85,2022-06-01,ru,false,17
2022-04-01,hRkRI5YBVIH6bbqIDTbung==,game 3,67.26,67.26,,,,,,uk,false,19
2022-05-01,hRkRI5YBVIH6bbqIDTbung==,game 3,16.44,,,-50.82,,16.44,2022-06-01,uk,false,19
2022-07-01,hvvcK5gx+FdZE6DZA3df+Q==,game 3,13.92,13.92,,,,13.92,2022-08-01,uk,false,29
2022-07-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,28.23,28.23,,,,,,uk,false,19
2022-08-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,102.48,,74.25,,,,,uk,false,19
2022-09-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,36.90,,,-65.58,,,,uk,false,19
2022-10-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,67.02,,30.12,,,,,uk,false,19
2022-11-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,73.20,,6.18,,,,,uk,false,19
2022-12-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,91.77,,18.57,,,91.77,2023-01-01,uk,false,19
2022-03-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,66.18,66.18,,,,,,uk,false,15
2022-04-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,82.53,,16.35,,,,,uk,false,15
2022-05-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,122.94,,40.41,,,,,uk,false,15
2022-06-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,66.96,,,-55.98,,,,uk,false,15
2022-07-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,41.67,,,-25.29,,,,uk,false,15
2022-08-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,71.64,,29.97,,,,,uk,false,15
2022-09-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,42.72,,,-28.92,,,,uk,false,15
2022-10-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,38.40,,,-4.32,,,,uk,false,15
2022-11-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,62.07,,23.67,,,,,uk,false,15
2022-12-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,17.52,,,-44.55,,17.52,2023-01-01,uk,false,15
2022-12-01,hZgZSp9Xf7/Bsye+tOipCA==,game 3,62.82,62.82,,,,62.82,2023-01-01,ru,false,19
2022-04-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,14.61,14.61,,,,14.61,2022-05-01,ru,false,43
2022-08-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,13.47,,,,13.47,13.47,2022-09-01,ru,false,43
2022-11-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,13.86,,,,13.86,13.86,2022-12-01,ru,false,43
2022-12-01,i0Pv5hwwYBxiPeCQ/AmnxQ==,game 3,62.61,62.61,,,,62.61,2023-01-01,ru,false,17
2022-09-01,I8yTxTfERu6jtLOfWB0dFQ==,game 3,43.29,43.29,,,,43.29,2022-10-01,ru,false,33
2022-08-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,44.37,44.37,,,,,,uk,true,18
2022-09-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,41.91,,,-2.46,,,,uk,true,18
2022-10-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,80.73,,38.82,,,,,uk,true,18
2022-11-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,31.98,,,-48.75,,31.98,2022-12-01,uk,true,18
2022-05-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,153.54,153.54,,,,,,uk,false,19
2022-06-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,103.14,,,-50.40,,,,uk,false,19
2022-07-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,84.45,,,-18.69,,,,uk,false,19
2022-08-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,54.24,,,-30.21,,,,uk,false,19
2022-09-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,41.61,,,-12.63,,41.61,2022-10-01,uk,false,19
2022-12-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,46.56,,,,46.56,46.56,2023-01-01,uk,false,19
2022-03-01,iFFApiXZ2wPdS666BLpKZw==,game 3,26.85,26.85,,,,,,uk,false,18
2022-04-01,iFFApiXZ2wPdS666BLpKZw==,game 3,49.92,,23.07,,,49.92,2022-05-01,uk,false,18
2022-06-01,iFFApiXZ2wPdS666BLpKZw==,game 3,34.89,,,,34.89,,,uk,false,18
2022-07-01,iFFApiXZ2wPdS666BLpKZw==,game 3,48.78,,13.89,,,,,uk,false,18
2022-08-01,iFFApiXZ2wPdS666BLpKZw==,game 3,18.42,,,-30.36,,,,uk,false,18
2022-09-01,iFFApiXZ2wPdS666BLpKZw==,game 3,53.94,,35.52,,,,,uk,false,18
2022-10-01,iFFApiXZ2wPdS666BLpKZw==,game 3,15.48,,,-38.46,,15.48,2022-11-01,uk,false,18
2022-04-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,18.39,18.39,,,,18.39,2022-05-01,uk,false,28
2022-07-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,21.39,,,,21.39,21.39,2022-08-01,uk,false,28
