"payment_month","user_id","game_name","total_revenue","new_mrr","expansion_revenue","contraction_revenue","back_from_churn_revenue","churned_revenue","churn_month","language","has_older_device_model","age"
2022-10-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,67.08,,,-5.46,,67.08,2022-11-01,uk,false,18
2022-12-01,Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,39.39,,,,39.39,39.39,2023-01-01,uk,false,18
2022-11-01,VsqfOK9/JhBXzScG5Ybudg==,game 3,15.66,15.66,,,,15.66,2022-12-01,uk,false,35
2022-09-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,28.32,28.32,,,,,,ru,false,25
2022-10-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,40.74,,12.42,,,,,ru,false,25
2022-11-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,161.94,,121.20,,,,,ru,false,25
2022-12-01,VTaIkhD9hJKcnvA6Kw5p9g==,game 3,76.80,,,-85.14,,76.80,2023-01-01,ru,false,25
2022-10-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,42.0,42.0,,,,,,uk,false,25
2022-11-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,21.9,,,-20.1,,,,uk,false,25
2022-12-01,Vtl1tAkN8ajIRaOwKulKyQ==,game 3,56.58,,34.68,,,56.58,2023-01-01,uk,false,25
2022-07-01,VzxrkGURuahRUx/43mjAFQ==,game 3,17.16,17.16,,,,,,uk,false,37
2022-08-01,VzxrkGURuahRUx/43mjAFQ==,game 3,39.48,,22.32,,,39.48,2022-09-01,uk,false,37
2022-10-01,VzxrkGURuahRUx/43mjAFQ==,game 3,12.33,,,,12.33,12.33,2022-11-01,uk,false,37
2022-03-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,48.33,48.33,,,,,,uk,false,16
2022-04-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,57.72,,9.39,,,,,uk,false,16
2022-05-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,95.91,,38.19,,,,,uk,false,16
2022-06-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,55.02,,,-40.89,,,,uk,false,16
2022-07-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,96.51,,41.49,,,96.51,2022-08-01,uk,false,16
2022-09-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,43.5,,,,43.5,,,uk,false,16
2022-10-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,36.03,,,-7.47,,36.03,2022-11-01,uk,false,16
2022-12-01,W6fRYNhsTNHQkvkoFEUaVQ==,game 3,39.18,,,,39.18,39.18,2023-01-01,uk,false,16
2022-04-01,WAdVK2sJHdBL0bCFyVa0ww==,game 3,24.09,24.09,,,,24.09,2022-05-01,uk,false,14
2022-08-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,15.6,15.6,,,,,,uk,false,20
2022-09-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,12.15,,,-3.45,,,,uk,false,20
2022-10-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,31.92,,19.77,,,,,uk,false,20
2022-11-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,18.93,,,-12.99,,,,uk,false,20
2022-12-01,wA+Rd++M6EKUppqQeb+pTw==,game 3,22.71,,3.78,,,22.71,2023-01-01,uk,false,20
2022-05-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,49.05,49.05,,,,,,uk,false,24
2022-06-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,91.05,,42.00,,,,,uk,false,24
2022-07-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,109.26,,18.21,,,109.26,2022-08-01,uk,false,24
2022-10-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,71.91,,,,71.91,,,uk,false,24
2022-11-01,WDsSR+yQGqoMMBfCxqkZlw==,game 3,39.24,,,-32.67,,39.24,2022-12-01,uk,false,24
2022-05-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,74.01,74.01,,,,,,ru,false,17
2022-06-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,204.48,,130.47,,,,,ru,false,17
2022-07-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,76.92,,,-127.56,,,,ru,false,17
2022-08-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,103.71,,26.79,,,,,ru,false,17
2022-09-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,24.33,,,-79.38,,,,ru,false,17
2022-10-01,wDXJbTe2RLmAMKsPm5zZDg==,game 3,98.55,,74.22,,,98.55,2022-11-01,ru,false,17
2022-09-01,WHwqHTWZHdOrSBFh/vackQ==,game 3,13.2,13.2,,,,,,uk,false,18
2022-10-01,WHwqHTWZHdOrSBFh/vackQ==,game 3,66.84,,53.64,,,66.84,2022-11-01,uk,false,18
2022-05-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,12.99,12.99,,,,,,uk,false,26
2022-06-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,14.04,,1.05,,,14.04,2022-07-01,uk,false,26
2022-09-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,26.64,,,,26.64,26.64,2022-10-01,uk,false,26
2022-12-01,Wi8qtp9drPDZD0laCPi2Ng==,game 3,13.14,,,,13.14,13.14,2023-01-01,uk,false,26
2022-05-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,12.12,12.12,,,,,,ru,false,20
2022-06-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,13.08,,0.96,,,,,ru,false,20
2022-07-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,35.22,,22.14,,,35.22,2022-08-01,ru,false,20
2022-09-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,43.53,,,,43.53,,,ru,false,20
2022-10-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,118.62,,75.09,,,,,ru,false,20
2022-11-01,wjWDL/+l9D+LVt/9gNMH5Q==,game 3,35.70,,,-82.92,,35.70,2022-12-01,ru,false,20
2022-07-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,14.04,14.04,,,,,,uk,false,23
2022-08-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,41.16,,27.12,,,,,uk,false,23
2022-09-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,57.06,,15.90,,,,,uk,false,23
2022-10-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,19.74,,,-37.32,,,,uk,false,23
2022-11-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,42.60,,22.86,,,,,uk,false,23
2022-12-01,WMcncRFNp4e91e/Y3CwEvQ==,game 3,30.90,,,-11.70,,30.90,2023-01-01,uk,false,23
2022-07-01,wRHnn4opzbqIBjFFNpBJtw==,game 3,12.99,12.99,,,,12.99,2022-08-01,uk,false,29
2022-10-01,wRHnn4opzbqIBjFFNpBJtw==,game 3,13.59,,,,13.59,,,uk,false,29
2022-11-01,wRHnn4opzbqIBjFFNpBJtw==,game 3,30.48,,16.89,,,30.48,2022-12-01,uk,false,29
2022-10-01,WRx4ye0bvLc4925ketwxzQ==,game 3,19.8,19.8,,,,,,uk,false,14
2022-11-01,WRx4ye0bvLc4925ketwxzQ==,game 3,50.82,,31.02,,,,,uk,false,14
2022-12-01,WRx4ye0bvLc4925ketwxzQ==,game 3,76.23,,25.41,,,76.23,2023-01-01,uk,false,14
2022-06-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,14.7,14.7,,,,,,uk,false,26
2022-07-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,33.75,,19.05,,,,,uk,false,26
2022-08-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,26.31,,,-7.44,,,,uk,false,26
2022-09-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,30.51,,4.20,,,,,uk,false,26
2022-10-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,32.13,,1.62,,,,,uk,false,26
2022-11-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,17.67,,,-14.46,,,,uk,false,26
2022-12-01,WSQTlRZJRg4Rb+rqe56nJg==,game 3,13.98,,,-3.69,,13.98,2023-01-01,uk,false,26
2022-04-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,59.85,59.85,,,,,,uk,false,23
2022-05-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,68.73,,8.88,,,68.73,2022-06-01,uk,false,23
2022-09-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,17.67,,,,17.67,,,uk,false,23
2022-10-01,Wua5DlzLb2yNeSrcG9Xi3g==,game 3,26.28,,8.61,,,26.28,2022-11-01,uk,false,23
2022-10-01,XD0CalOV926o6zGoOAKfVA==,game 3,12.75,12.75,,,,12.75,2022-11-01,uk,true,14
2022-03-01,XE2e8BsmBo72HxABlJmsRw==,game 3,38.16,38.16,,,,38.16,2022-04-01,uk,false,20
2022-03-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,24.18,24.18,,,,,,uk,false,20
2022-04-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,99.84,,75.66,,,,,uk,false,20
2022-05-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,73.29,,,-26.55,,,,uk,false,20
2022-06-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,15.06,,,-58.23,,,,uk,false,20
2022-07-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,45.75,,30.69,,,,,uk,false,20
2022-08-01,xiXTXOEbWU+HnGOUmgc9/w==,game 3,13.47,,,-32.28,,13.47,2022-09-01,uk,false,20
2022-04-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,26.61,26.61,,,,,,ru,true,21
2022-05-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,96.06,,69.45,,,,,ru,true,21
2022-06-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,35.88,,,-60.18,,,,ru,true,21
2022-07-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,56.34,,20.46,,,,,ru,true,21
2022-08-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,12.6,,,-43.74,,,,ru,true,21
2022-09-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,32.70,,20.10,,,,,ru,true,21
2022-10-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,27.30,,,-5.40,,,,ru,true,21
2022-11-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,45.24,,17.94,,,,,ru,true,21
2022-12-01,xnLJlU804PSS9tXKmm7gZQ==,game 3,20.88,,,-24.36,,20.88,2023-01-01,ru,true,21
2022-07-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,31.14,31.14,,,,,,uk,false,38
2022-08-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,18.48,,,-12.66,,,,uk,false,38
2022-09-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,21.87,,3.39,,,,,uk,false,38
2022-10-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,16.35,,,-5.52,,16.35,2022-11-01,uk,false,38
2022-12-01,+XPKfmhBmI2NdGQ96Iaysg==,game 3,46.38,,,,46.38,46.38,2023-01-01,uk,false,38
2022-09-01,XqdSNtx2TLDI6FMex45KTw==,game 3,18.54,18.54,,,,,,uk,false,33
2022-10-01,XqdSNtx2TLDI6FMex45KTw==,game 3,17.13,,,-1.41,,17.13,2022-11-01,uk,false,33
2022-07-01,xSi5UajdkNHXppWOTm6g8w==,game 3,39.21,39.21,,,,,,uk,false,20
2022-08-01,xSi5UajdkNHXppWOTm6g8w==,game 3,91.56,,52.35,,,,,uk,false,20
2022-09-01,xSi5UajdkNHXppWOTm6g8w==,game 3,67.56,,,-24.00,,,,uk,false,20
2022-10-01,xSi5UajdkNHXppWOTm6g8w==,game 3,155.16,,87.60,,,,,uk,false,20
2022-11-01,xSi5UajdkNHXppWOTm6g8w==,game 3,78.48,,,-76.68,,,,uk,false,20
2022-12-01,xSi5UajdkNHXppWOTm6g8w==,game 3,90.12,,11.64,,,90.12,2023-01-01,uk,false,20
2022-06-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,67.71,67.71,,,,,,ru,false,24
2022-07-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,107.31,,39.60,,,,,ru,false,24
2022-08-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,17.46,,,-89.85,,,,ru,false,24
2022-09-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,44.04,,26.58,,,44.04,2022-10-01,ru,false,24
2022-11-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,90.45,,,,90.45,,,ru,false,24
2022-12-01,xt/PY4N2zkZQgtlZ9Cg82w==,game 3,55.68,,,-34.77,,55.68,2023-01-01,ru,false,24
2022-07-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,27.06,27.06,,,,27.06,2022-08-01,uk,false,25
2022-10-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,32.1,,,,32.1,,,uk,false,25
2022-11-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,28.71,,,-3.39,,,,uk,false,25
2022-12-01,xU11jJIA4UIYu7pmqJ4kvg==,game 3,18.3,,,-10.41,,18.3,2023-01-01,uk,false,25
2022-05-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,17.4,17.4,,,,17.4,2022-06-01,uk,false,22
2022-07-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,15.87,,,,15.87,,,uk,false,22
2022-08-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,17.94,,2.07,,,,,uk,false,22
2022-09-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,62.97,,45.03,,,,,uk,false,22
2022-10-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,47.22,,,-15.75,,,,uk,false,22
2022-11-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,33.9,,,-13.32,,,,uk,false,22
2022-12-01,xVwGwMaEG1yZydv5VIfEQA==,game 3,51.45,,17.55,,,51.45,2023-01-01,uk,false,22
2022-12-01,xxq2c4woAI3bLul1xOzwtQ==,game 3,17.49,17.49,,,,17.49,2023-01-01,uk,false,23
2022-12-01,xZMY1f3dijkAd2lWkkI4Ow==,game 3,24.69,24.69,,,,24.69,2023-01-01,uk,true,21
2022-10-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,33.54,33.54,,,,,,uk,false,14
2022-11-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,113.22,,79.68,,,,,uk,false,14
2022-12-01,YC2fZQTQXV2UR1/WHDrVqw==,game 3,72.42,,,-40.80,,72.42,2023-01-01,uk,false,14
2022-09-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,114.27,114.27,,,,,,uk,false,16
2022-10-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,34.35,,,-79.92,,,,uk,false,16
2022-11-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,133.80,,99.45,,,,,uk,false,16
2022-12-01,yFNWN0sYyxkSJ+yLRq1WqA==,game 3,93.84,,,-39.96,,93.84,2023-01-01,uk,false,16
2022-08-01,yH7KH2AG/PGgQiNV7uTTGg==,game 3,14.88,14.88,,,,14.88,2022-09-01,ru,false,19
2022-10-01,yH7KH2AG/PGgQiNV7uTTGg==,game 3,54.69,,,,54.69,54.69,2022-11-01,ru,false,19
2022-07-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,14.64,14.64,,,,,,uk,false,28
2022-08-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,30.39,,15.75,,,,,uk,false,28
2022-09-01,Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,45.12,,14.73,,,45.12,2022-10-01,uk,false,28
2022-09-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,33.27,33.27,,,,,,uk,false,19
2022-10-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,17.7,,,-15.57,,17.7,2022-11-01,uk,false,19
2022-12-01,ymEApWLjh3I9oLJnWIBHFA==,game 3,24.09,,,,24.09,24.09,2023-01-01,uk,false,19
2022-03-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,24.27,24.27,,,,,,uk,false,15
2022-04-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,20.43,,,-3.84,,,,uk,false,15
2022-05-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,15.33,,,-5.10,,,,uk,false,15
2022-06-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,41.13,,25.80,,,,,uk,false,15
2022-07-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,63.63,,22.50,,,,,uk,false,15
2022-08-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,34.86,,,-28.77,,,,uk,false,15
2022-09-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,20.16,,,-14.70,,,,uk,false,15
2022-10-01,Y/nf8iBu/UCaNAuIRRjVwA==,game 3,43.53,,23.37,,,43.53,2022-11-01,uk,false,15
2022-07-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,14.13,14.13,,,,,,ru,true,26
2022-08-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,40.83,,26.70,,,,,ru,true,26
2022-09-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,90.09,,49.26,,,,,ru,true,26
2022-10-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,17.82,,,-72.27,,17.82,2022-11-01,ru,true,26
2022-12-01,ytNOQh7e6qNGQNC0T3RBxw==,game 3,16.47,,,,16.47,16.47,2023-01-01,ru,true,26
2022-09-01,yZ1P1v1eYIbyD5wRy0chGw==,game 3,14.91,14.91,,,,,,uk,false,33
2022-10-01,yZ1P1v1eYIbyD5wRy0chGw==,game 3,17.64,,2.73,,,,,uk,false,33
2022-11-01,yZ1P1v1eYIbyD5wRy0chGw==,game 3,30.78,,13.14,,,30.78,2022-12-01,uk,false,33
2022-05-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,12.09,12.09,,,,,,uk,false,30
2022-06-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,14.43,,2.34,,,,,uk,false,30
2022-07-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,25.20,,10.77,,,25.20,2022-08-01,uk,false,30
2022-09-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,29.67,,,,29.67,29.67,2022-10-01,uk,false,30
2022-11-01,Z7/6qvk8WKH3uR6IMYlCxw==,game 3,19.05,,,,19.05,19.05,2022-12-01,uk,false,30
2022-03-01,ZeMBdi9hmR0vUv+lyZiypQ==,game 3,25.41,25.41,,,,25.41,2022-04-01,uk,false,22
2022-08-01,zeu++qOqokuGcT0ghN97bQ==,game 3,59.34,59.34,,,,59.34,2022-09-01,ru,false,34
2022-10-01,zeu++qOqokuGcT0ghN97bQ==,game 3,31.8,,,,31.8,31.8,2022-11-01,ru,false,34
2022-06-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,14.55,14.55,,,,,,uk,false,25
2022-07-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,21.63,,7.08,,,,,uk,false,25
2022-08-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,90.63,,69.00,,,,,uk,false,25
2022-09-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,79.17,,,-11.46,,79.17,2022-10-01,uk,false,25
2022-11-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,19.8,,,,19.8,,,uk,false,25
2022-12-01,ZgTMXDOYCQOiAw4VI8H7AA==,game 3,12.21,,,-7.59,,12.21,2023-01-01,uk,false,25
2022-03-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,54.60,54.60,,,,,,ru,false,17
2022-04-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,56.70,,2.10,,,,,ru,false,17
2022-05-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,27.0,,,-29.70,,,,ru,false,17
2022-06-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,68.58,,41.58,,,,,ru,false,17
2022-07-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,18.75,,,-49.83,,,,ru,false,17
2022-08-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,81.84,,63.09,,,,,ru,false,17
2022-09-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,67.65,,,-14.19,,,,ru,false,17
2022-10-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,41.76,,,-25.89,,41.76,2022-11-01,ru,false,17
2022-12-01,ZmjMhgyYl6o8iFq964FEWg==,game 3,16.95,,,,16.95,16.95,2023-01-01,ru,false,17
2022-08-01,ZmnZeh2zth0OyQaAzd6eTA==,game 3,13.74,13.74,,,,13.74,2022-09-01,uk,false,41
2022-05-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,133.14,133.14,,,,133.14,2022-06-01,ru,false,15
2022-07-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,70.89,,,,70.89,,,ru,false,15
2022-08-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,74.31,,3.42,,,,,ru,false,15
2022-09-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,25.08,,,-49.23,,,,ru,false,15
2022-10-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,56.58,,31.50,,,,,ru,false,15
2022-11-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,130.02,,73.44,,,,,ru,false,15
2022-12-01,zmZPan/KZoyrIR2r/SvLdA==,game 3,100.05,,,-29.97,,100.05,2023-01-01,ru,false,15
2022-11-01,zPcHw1fZkSGh7nJeVe2QYw==,game 3,32.16,32.16,,,,,,ru,true,14
2022-12-01,zPcHw1fZkSGh7nJeVe2QYw==,game 3,39.66,,7.50,,,39.66,2023-01-01,ru,true,14
2022-03-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,23.01,23.01,,,,,,uk,false,24
2022-04-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,71.52,,48.51,,,,,uk,false,24
2022-05-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,16.05,,,-55.47,,,,uk,false,24
2022-06-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,25.56,,9.51,,,,,uk,false,24
2022-07-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,14.4,,,-11.16,,,,uk,false,24
2022-08-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,36.18,,21.78,,,,,uk,false,24
2022-09-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,39.87,,3.69,,,,,uk,false,24
2022-10-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,48.63,,8.76,,,,,uk,false,24
2022-11-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,20.28,,,-28.35,,,,uk,false,24
2022-12-01,zSepnWFgLH0tQb1s4mxKZQ==,game 3,39.51,,19.23,,,39.51,2023-01-01,uk,false,24
2022-12-01,ztW05pPmN1YloSEDlJoJ3g==,game 3,32.94,32.94,,,,32.94,2023-01-01,uk,false,20
2022-06-01,ZU1vF9G4TjB+iEZ001MU3g==,game 3,17.22,17.22,,,,,,ru,false,29
2022-07-01,ZU1vF9G4TjB+iEZ001MU3g==,game 3,22.2,,4.98,,,,,ru,false,29
2022-08-01,ZU1vF9G4TjB+iEZ001MU3g==,game 3,23.1,,0.9,,,23.1,2022-09-01,ru,false,29
2022-10-01,ZU1vF9G4TjB+iEZ001MU3g==,game 3,16.11,,,,16.11,16.11,2022-11-01,ru,false,29
2022-12-01,ZU1vF9G4TjB+iEZ001MU3g==,game 3,12.69,,,,12.69,12.69,2023-01-01,ru,false,29
2022-04-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,42.18,42.18,,,,,,uk,false,22
2022-05-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,38.76,,,-3.42,,,,uk,false,22
2022-06-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,71.97,,33.21,,,,,uk,false,22
2022-07-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,71.58,,,-0.39,,71.58,2022-08-01,uk,false,22
2022-11-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,63.21,,,,63.21,,,uk,false,22
2022-12-01,ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,50.70,,,-12.51,,50.70,2023-01-01,uk,false,22
