"payment_month","user_id","game_name","revenue_amount","revenue_type","language","has_older_device_model","age"
2022-08-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,-38.10,churn,uk,false,23
2022-12-01,"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,-15.99,churn,uk,false,23
2022-10-01,"3iITAz/ADjFv3PDTgTjxSg==",game 3,-18.72,churn,ru,false,16
2022-07-01,"3KHhqZr7/1n2+bTP13WuXA==",game 3,-74.85,churn,uk,false,16
2022-11-01,"3KHhqZr7/1n2+bTP13WuXA==",game 3,-29.22,churn,uk,false,16
2022-11-01,"3KSfEl7FcP/+5FSUNXs5Aw==",game 3,-23.31,churn,ru,false,28
2023-01-01,"3OXz+Ar2gN+zfGLZTRCVMQ==",game 3,-18.9,churn,uk,false,16
2022-06-01,"3rCdNEPkh3vwmYB0BVadEw==",game 3,-22.86,churn,ru,false,27
2022-09-01,"3rCdNEPkh3vwmYB0BVadEw==",game 3,-17.34,churn,ru,false,27
2022-12-01,"3TfpxDVNF0T+g4S60EOCBw==",game 3,-15.27,churn,uk,false,28
2023-01-01,"3v8rT35Ra6ui/zatnMoTIw==",game 3,-43.62,churn,uk,false,28
2022-10-01,"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,-19.74,churn,uk,true,21
2023-01-01,"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,-26.73,churn,uk,true,21
2022-11-01,"3Xuq0acIoGEgw19qflIoog==",game 3,-30.9,churn,uk,false,25
2022-10-01,"4b7l8C489HEJirtoe7xtFg==",game 3,-18.24,churn,uk,true,20
2023-01-01,"4b7l8C489HEJirtoe7xtFg==",game 3,-21.75,churn,uk,true,20
2022-10-01,"4btLP2zvi8eBV0t08fdkKQ==",game 3,-23.34,churn,ru,false,20
2023-01-01,"4btLP2zvi8eBV0t08fdkKQ==",game 3,-92.10,churn,ru,false,20
2022-12-01,"4EiWC2ewiX2A7i9NuBAefQ==",game 3,-29.79,churn,uk,true,18
2022-06-01,"4oH5e29koOH9zNYW8Kwcsg==",game 3,-12.99,churn,uk,false,28
2022-09-01,"4oH5e29koOH9zNYW8Kwcsg==",game 3,-12.51,churn,uk,false,28
2022-09-01,"4pssft0TgDfiQexjbe25lw==",game 3,-59.40,churn,ru,false,26
2022-12-01,"4pssft0TgDfiQexjbe25lw==",game 3,-37.80,churn,ru,false,26
2023-01-01,"54ouP7lBhVCeV8ftS1Oj4Q==",game 3,-28.23,churn,ru,false,21
2022-08-01,"5a/eDajN+4bJdigfI5TWoQ==",game 3,-12.87,churn,ru,false,17
2023-01-01,"5fGaUgWk82R8c6U6A5d9pg==",game 3,-17.28,churn,uk,false,31
2022-10-01,"5n2VR2SS79K3vJ0/V2A8RQ==",game 3,-32.04,churn,ru,false,27
2022-11-01,"6NexxpTuLaFmuoksJ0l8rg==",game 3,-19.17,churn,uk,false,24
2023-01-01,"6NexxpTuLaFmuoksJ0l8rg==",game 3,-102.84,churn,uk,false,24
2023-01-01,"6We7zBO7mVbNxGEl/xPKVg==",game 3,-75.81,churn,uk,false,19
2022-12-01,/70HXakPPmIGA9K58CIOug==,game 3,-12.51,churn,uk,false,18
2022-04-01,"72brUr/DKItStlTen5pHYg==",game 3,-24.15,churn,uk,false,24
2022-12-01,"72brUr/DKItStlTen5pHYg==",game 3,-13.56,churn,uk,false,24
2022-08-01,"75lEf3nSWLSf6GncqhR9gQ==",game 3,-49.23,churn,ru,false,22
2022-10-01,"75lEf3nSWLSf6GncqhR9gQ==",game 3,-13.8,churn,ru,false,22
2023-01-01,"787jk0VnxM8/sv/0TkvO6A==",game 3,-17.49,churn,uk,false,20
2023-01-01,"7BqUeLmbiug63XrWs2+ZQQ==",game 3,-27.12,churn,ru,false,15
2023-01-01,"7Em69vKH6zh6HgArCzG0+w==",game 3,-72.18,churn,ru,false,17
2022-07-01,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,-12.39,churn,ru,false,23
2022-09-01,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,-48.18,churn,ru,false,23
2023-01-01,"7EPlnA7OQ9MhMx+od6FA9g==",game 3,-41.16,churn,ru,false,23
2022-12-01,"7ew71UmoMb73L41PM/YL/w==",game 3,-29.76,churn,uk,false,17
2022-10-01,"7GCGwypiXsxGxetp6/KmnA==",game 3,-63.30,churn,uk,false,31
2022-12-01,"7GCGwypiXsxGxetp6/KmnA==",game 3,-45.00,churn,uk,false,31
2022-11-01,"7GE5h/3N3lcro3K9T3aujw==",game 3,-77.64,churn,ru,false,32
2023-01-01,"7iS0Md8Z5SFpqNAYOVcs4w==",game 3,-68.64,churn,uk,false,18
2023-01-01,"7L4SKPGMd33lnSOq6PWyYg==",game 3,-70.14,churn,uk,false,30
2022-05-01,"7luG+f1d+Ri4AjeMbFR1Xw==",game 3,-16.92,churn,uk,false,29
2022-10-01,"7luG+f1d+Ri4AjeMbFR1Xw==",game 3,-15.06,churn,uk,false,29
2023-01-01,"7RkS5ikrXwWByJobMXv2sA==",game 3,-66.93,churn,ru,false,21
2022-06-01,"7SeM1pmnTTTXfhI+x3ldng==",game 3,-62.61,churn,ru,false,22
2023-01-01,"7SeM1pmnTTTXfhI+x3ldng==",game 3,-15.99,churn,ru,false,22
2023-01-01,"7vnYIRqjBNlAyBbtPg02tQ==",game 3,-47.31,churn,uk,false,21
2022-10-01,"7YaJfLI3RPGUEN2esrQxsQ==",game 3,-35.28,churn,ru,false,15
2023-01-01,"7YaJfLI3RPGUEN2esrQxsQ==",game 3,-26.67,churn,ru,false,15
2022-12-01,"7zai/c69uF/NhB95HgKuYw==",game 3,-41.04,churn,uk,false,16
2022-05-01,"7zbxKst2yi3pfdVI8iEChw==",game 3,-23.31,churn,ru,false,15
2022-07-01,"7zbxKst2yi3pfdVI8iEChw==",game 3,-13.05,churn,ru,false,15
2022-09-01,"7zbxKst2yi3pfdVI8iEChw==",game 3,-18.3,churn,ru,false,15
2023-01-01,"7zbxKst2yi3pfdVI8iEChw==",game 3,-13.05,churn,ru,false,15
2022-10-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,-35.61,churn,uk,false,19
2023-01-01,"8ncYOMYXeKDelzX40EnuLA==",game 3,-117.96,churn,uk,false,19
2022-06-01,"8TTRdxncZg7Nl0tvfwsZng==",game 3,-14.25,churn,uk,false,30
2022-04-01,"99X4aLWWjAIgmlXjrXQIgg==",game 3,-16.98,churn,ru,false,22
2022-12-01,"9I0ppB2UxsJPIO8BpHQfEw==",game 3,-26.76,churn,uk,false,26
2023-01-01,"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,-30.12,churn,ru,false,24
2023-01-01,"9U26VpwYC1aliSUokeNK6A==",game 3,-14.34,churn,uk,false,34
2022-05-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,-13.95,churn,uk,false,24
2022-11-01,A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,-65.43,churn,uk,false,24
2022-09-01,A6QTeGOKjaGkGkRCFqNybw==,game 3,-43.86,churn,ru,false,33
2023-01-01,A8lK1Lccnv65sGqBkfP2iw==,game 3,-16.08,churn,uk,false,15
2022-10-01,ABuPH1LovAomZwU+2iw0Lw==,game 3,-19.56,churn,uk,false,18
2023-01-01,ABuPH1LovAomZwU+2iw0Lw==,game 3,-47.10,churn,uk,false,18
2022-06-01,an5Xsrpir8vvhTb50gnppQ==,game 3,-15.51,churn,uk,false,43
2023-01-01,An7gG7hfETivAjfokQv3Ww==,game 3,-17.61,churn,uk,false,23
2023-01-01,AN9at3LlvDamqXq8dvHD4w==,game 3,-59.94,churn,ru,false,24
2022-12-01,/ANyXfGUGtUS/bPw0/nW/w==,game 3,-33.06,churn,uk,false,28
2022-07-01,aQDvOXzsDAJWi3Y47ptRPg==,game 3,-19.08,churn,ru,false,20
2022-11-01,aujnuJ9eBYK+yGF15TtUkw==,game 2,-12.69,churn,en,false,35
2023-01-01,AuJNw7SH8b7lM4j46bNr8A==,game 3,-32.79,churn,en,false,28
2022-12-01,+Awa0l8QDZ6iKBSRiA6dRQ==,game 3,-43.08,churn,ru,false,16
2022-07-01,b3TBQFxyCxxypmPajF+jXw==,game 3,-71.31,churn,uk,true,15
2022-05-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,-63.60,churn,ru,false,23
2022-11-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,-59.28,churn,ru,false,23
2023-01-01,B4b6v6eUHvAVOeAQk6EEiw==,game 3,-20.64,churn,ru,false,23
2023-01-01,B4tGKx0IrkPGAUEnO6mMNA==,game 3,-14.37,churn,uk,false,19
2023-01-01,b6lW5fOrJiJUE7dwhEp9VQ==,game 3,-42.21,churn,ru,false,17
2022-08-01,B7ziVc7jLVg/+snNIp3hLQ==,game 3,-13.71,churn,uk,false,19
2022-12-01,b85g/xLxpBpMH/joxym4fA==,game 3,-26.94,churn,uk,false,28
2022-06-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,-39.96,churn,uk,true,21
2022-11-01,B8zuTsAC2iJ98u2nlv/fUw==,game 3,-56.28,churn,uk,true,21
2023-01-01,BbnuW+2kIgxo7dxg5BBIeQ==,game 3,-121.41,churn,ru,false,17
2023-01-01,bBOj8UKjraXzMIPrGBdCrQ==,game 3,-39.48,churn,uk,false,28
2022-04-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,-89.22,churn,uk,true,18
2022-11-01,Bcs3CbYx2EpbL9otxlEUmg==,game 3,-96.84,churn,uk,true,18
2022-07-01,BDvlXttM/hbupcLic+5ZWg==,game 3,-46.53,churn,uk,false,29
2023-01-01,BDvlXttM/hbupcLic+5ZWg==,game 3,-13.5,churn,uk,false,29
2022-12-01,BE42Fj9cBAbbch80IpA8Dw==,game 3,-53.52,churn,uk,false,30
2022-11-01,bF11PeUgiQ6ebhHTaDNDJA==,game 3,-18.78,churn,ru,false,33
2022-08-01,BH4aptg763J0WNnw0OS9hw==,game 3,-15.21,churn,ru,false,18
2022-05-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,-30.66,churn,ru,false,18
2022-07-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,-113.76,churn,ru,false,18
2022-10-01,BJlqmsfEshc/QjsD7VgEjg==,game 3,-21.51,churn,ru,false,18
2023-01-01,BLnx9pj0y+SVkckLR/01qw==,game 3,-14.37,churn,uk,false,25
2023-01-01,BOcGlFXXESDUbttxDzQIQw==,game 3,-16.89,churn,uk,false,32
2022-09-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,-35.79,churn,uk,true,14
2023-01-01,BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,-27.42,churn,uk,true,14
2022-11-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,-91.83,churn,uk,false,23
2023-01-01,bZDMuXKM3RFajmZa/yIpsw==,game 3,-80.58,churn,uk,false,23
2023-01-01,c5qsNfxhW80Ws3aBXDa1nA==,game 3,-14.28,churn,uk,false,18
2022-08-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,-14.25,churn,uk,false,40
2023-01-01,C6w5XTf8lIfc+VFmC7/bVw==,game 3,-25.83,churn,uk,false,40
2022-11-01,Cabfx2Uhcg6oOXYHLUa+rg==,game 3,-18.84,churn,uk,true,15
2022-05-01,CCwTMcGtpirFFuqzSeTyaQ==,game 3,-20.76,churn,uk,false,18
2022-12-01,cDaRA0l0GtU4VtTO/DSe1g==,game 3,-33.33,churn,uk,false,21
2022-11-01,cf1ykPUohKTUjtI6cAMhVw==,game 2,-12.24,churn,ru,true,21
2023-01-01,cf5XFmP0Lfqw6irFBYfWwQ==,game 3,-21.03,churn,uk,false,19
2022-10-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,-43.83,churn,ru,false,24
2023-01-01,CfgvA7ntuRJL/qdscwgMVw==,game 3,-60.15,churn,ru,false,24
2023-01-01,cjAwQwy//1xm2O5pNRveqw==,game 3,-12.63,churn,ru,false,22
2022-08-01,cOCixiBbcAHemYgbNdoTcw==,game 3,-68.04,churn,uk,false,20
2023-01-01,cOCixiBbcAHemYgbNdoTcw==,game 3,-15.39,churn,uk,false,20
2023-01-01,cp2QvW7HEEyNYKZRQ+RvyA==,game 3,-38.10,churn,uk,false,14
2023-01-01,crKNTIblJ0113SKEtSJQHw==,game 3,-30.00,churn,uk,false,16
2022-10-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,-30.72,churn,uk,false,20
2023-01-01,cv6g2/jSkR+FwO58WY85DQ==,game 3,-24.3,churn,uk,false,20
2022-11-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,-72.69,churn,uk,false,19
2023-01-01,D0sawvsyqnyUMXNy+aXo7Q==,game 3,-48.18,churn,uk,false,19
2023-01-01,d7kiN4CYGndV2/L4yQeZ4g==,game 3,-102.57,churn,ru,false,19
2022-10-01,D9Bdgp+w/syZMU61LudzFQ==,game 3,-21.06,churn,uk,false,19
2022-12-01,dAiAPbpgrBYKg4Rn7nbu4g==,game 3,-20.85,churn,uk,false,34
2022-11-01,DAMO0tILVRlXZhYONdvs0Q==,game 3,-70.62,churn,uk,false,15
2022-10-01,Dbff3x5cRk6/tUY3WQdzFQ==,game 3,-64.08,churn,uk,false,21
2022-10-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,-13.14,churn,uk,false,32
2022-12-01,DcYWdg5xq9/5Yd7SaaVhZw==,game 3,-19.83,churn,uk,false,32
2022-07-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,-13.89,churn,ru,false,23
2022-10-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,-85.05,churn,ru,false,23
2023-01-01,DorDcyqBWMg5IEaflqn5Xw==,game 3,-12.12,churn,ru,false,23
2022-07-01,dp8g3Zsy2hCfov8GumRuWg==,game 3,-13.89,churn,ru,false,19
2022-12-01,dpfu6t8G4blqMn55KM8bSg==,game 3,-38.58,churn,uk,false,16
2022-09-01,dQAFHVkiiCKfawYALbHZeA==,game 3,-14.64,churn,uk,false,26
2022-11-01,dQAFHVkiiCKfawYALbHZeA==,game 3,-18.0,churn,uk,false,26
2022-08-01,DqezK7HAqZ+GovyRuzxD1A==,game 3,-120.51,churn,uk,false,23
2022-11-01,dSGXNzIxO3joRVr1Eem+WQ==,game 3,-13.23,churn,uk,false,29
2022-08-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,-12.15,churn,ru,false,19
2023-01-01,dUXVADLWvf2uvh+Q6TNrMw==,game 3,-26.58,churn,ru,false,19
2023-01-01,dVTYjVpXbOM/sOgCq4CV0g==,game 3,-12.51,churn,uk,false,25
2022-11-01,dxXTsxsoGNYPn+1rVBAUww==,game 3,-18.21,churn,uk,false,33
2023-01-01,e/6IajqZ922YY1rh2ErMJQ==,game 3,-119.94,churn,en,false,25
2023-01-01,e6LTrwXMl/v1epsRPDa9Fg==,game 2,-15.93,churn,uk,false,30
2022-12-01,eCd4MBHIR4qUWapg05TFLQ==,game 3,-12.93,churn,ru,false,18
2022-10-01,Ej00UDBb0OBlQliAnSIp+g==,game 3,-42.54,churn,uk,false,15
2022-10-01,eLWkkjmSeHVGjb9tp+CJpQ==,game 3,-31.29,churn,uk,false,19
2022-11-01,eoqO46DzxSrKA2rredUNyQ==,game 3,-189.12,churn,uk,false,24
2023-01-01,EPRgsEIjWdzmRbzsHZ48zg==,game 3,-30.54,churn,uk,false,25
2022-10-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,-57.27,churn,uk,false,21
2023-01-01,er3/fOrRpmyqiRaC0CaFcg==,game 3,-24.21,churn,uk,false,21
2023-01-01,F03P4YcFbbtcWUlujjIQmQ==,game 3,-47.13,churn,ru,true,20
2023-01-01,F7cC4XEymgoRKeijWu63+w==,game 3,-24.33,churn,uk,false,16
2022-12-01,f9cWBjiN4c8lXAkBhdqK6Q==,game 3,-54.81,churn,uk,false,21
2022-05-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,-48.45,churn,ru,false,18
2022-09-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,-30.39,churn,ru,false,18
2022-12-01,F9Jtg6+0qPUKWDgBJxG8cA==,game 3,-22.14,churn,ru,false,18
2023-01-01,FbbhrtuL39vfmatF2ObVfA==,game 3,-14.67,churn,uk,false,16
2022-05-01,fCdEizmUtnjNYQLbx81H8g==,game 3,-18.12,churn,ru,false,16
2022-09-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,-65.34,churn,ru,false,18
2022-12-01,fDgyPW0yy0+9ietMvl0vmA==,game 3,-34.71,churn,ru,false,18
2022-10-01,FfphIhReAA2romBynjqxqw==,game 3,-70.80,churn,uk,false,19
2023-01-01,fFqrZjaytcDUnW57W7PRJA==,game 3,-76.14,churn,uk,false,22
2022-10-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,-14.88,churn,uk,false,39
2022-12-01,FgwYf9VO+gnaxZ7EXY0CkQ==,game 3,-13.29,churn,uk,false,39
2023-01-01,fH7uxifYBCx0TULRrcqajg==,game 3,-18.36,churn,uk,false,23
2022-06-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,-24.36,churn,ru,false,31
2022-11-01,FLqAK4qKiMkvlLBgGwbBnQ==,game 3,-16.05,churn,ru,false,31
2023-01-01,FnaqKQlPHm2pH1+S+K+Gfg==,game 3,-23.85,churn,uk,false,19
2022-09-01,fNc4x9raJu2OBcbtEloM7A==,game 3,-15.84,churn,ru,false,35
2022-11-01,fq8oNQ55zdVqL3GK0IjuYg==,game 3,-31.74,churn,uk,false,25
2022-06-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,-20.73,churn,uk,false,21
2022-08-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,-36.66,churn,uk,false,21
2023-01-01,Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,-26.16,churn,uk,false,21
2023-01-01,fuL+cD0zV6Gn4ypTYmXUgw==,game 3,-14.97,churn,uk,false,16
2023-01-01,fvYhEtD56gROaXqCi9/z/Q==,game 3,-131.10,churn,uk,false,19
2022-04-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,-12.54,churn,ru,false,35
2022-06-01,Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,-31.56,churn,ru,false,35
2022-06-01,fXlo39/YD2z9SEVShTXp6w==,game 3,-17.34,churn,uk,false,34
2023-01-01,G073LR6lQoatStpZMzNVOQ==,game 3,-89.70,churn,uk,false,25
2022-10-01,G9053rs6jbKItKUhrUdLew==,game 3,-64.95,churn,uk,false,27
2023-01-01,G9053rs6jbKItKUhrUdLew==,game 3,-17.22,churn,uk,false,27
2022-08-01,GEAVJz1gd3SThbDZR01fcA==,game 3,-75.36,churn,uk,false,14
2022-11-01,GEAVJz1gd3SThbDZR01fcA==,game 3,-26.22,churn,uk,false,14
2022-12-01,geIiJ1L04w2qAE0qzQUb2g==,game 3,-21.54,churn,uk,false,23
2023-01-01,GeLWEsTiQ25xFxDGxLyEJg==,game 3,-16.5,churn,uk,false,26
2023-01-01,GetHmCsisRTAnwhuBEMa9Q==,game 3,-160.38,churn,ru,false,16
2022-09-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,-77.82,churn,uk,false,16
2023-01-01,Ghk2iJmzSUW4qLsmJgwOcw==,game 3,-48.75,churn,uk,false,16
2022-09-01,GjL6ipu28pHPFxZJPuplNQ==,game 3,-16.44,churn,uk,false,28
2022-06-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,-64.65,churn,ru,false,18
2022-12-01,GOl6BQXsy0zvbvIWIoKEQw==,game 3,-53.49,churn,ru,false,18
2023-01-01,G+PCL1Jo+k4D3zpLGa3+aQ==,game 3,-54.00,churn,uk,true,25
2022-12-01,gPRMy8HkmaiyX+13OxuP/A==,game 3,-29.34,churn,ru,false,21
2022-07-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,-14.49,churn,ru,false,30
2022-11-01,Grpkzd4XIHh+ZbTMNxnUGg==,game 3,-17.16,churn,ru,false,30
2023-01-01,gT0iqDKuIXNm4ceMd9eZ1A==,game 3,-23.34,churn,uk,false,20
2022-07-01,GUNmu9bjwltT1/vYgzDEDQ==,game 3,-13.56,churn,uk,true,16
2023-01-01,gxZPbCoYIu8slavUm05KGA==,game 3,-34.14,churn,ru,false,14
2022-08-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,-18.12,churn,uk,false,30
2022-10-01,H2Tik+BqoLgAQX4uSw/8vA==,game 3,-26.73,churn,uk,false,30
2022-04-01,H44DjZG42orzuBXLai7JkA==,game 3,-13.32,churn,ru,false,29
2022-12-01,Hamw6F2EZmJfI2glmE2NEg==,game 3,-20.97,churn,ru,true,24
2023-01-01,hi1ErLiMLDP0HWvMqLKv6g==,game 3,-82.41,churn,ru,false,18
2022-04-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,-27.6,churn,uk,false,20
2022-06-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,-18.84,churn,uk,false,20
2022-08-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,-25.2,churn,uk,false,20
2022-10-01,HJccOn6v5KHqBa8wRu42oQ==,game 3,-28.14,churn,uk,false,20
2022-12-01,hJC/g1L2PFnPlGoqsvD2/g==,game 3,-36.93,churn,ru,false,26
2022-07-01,HjI8n/FVfaGZ4bIEwrZPGw==,game 3,-31.80,churn,ru,false,29
2022-05-01,hkNuy6dTFIFcsQQfT5YkwQ==,game 3,-20.25,churn,uk,false,21
2023-01-01,HQB3hZuYcu0z8jVIl5bbug==,game 3,-22.26,churn,uk,false,17
2022-06-01,HRBsRwGu5mkTvZBTNpA0tQ==,game 3,-20.85,churn,ru,false,17
2022-06-01,hRkRI5YBVIH6bbqIDTbung==,game 3,-16.44,churn,uk,false,19
2022-08-01,hvvcK5gx+FdZE6DZA3df+Q==,game 3,-13.92,churn,uk,false,29
2023-01-01,HWpnvfSvYzUsQCcCKhetIg==,game 3,-91.77,churn,uk,false,19
2023-01-01,HxWcXHURvvtOJkrXAcDxQg==,game 3,-17.52,churn,uk,false,15
2023-01-01,hZgZSp9Xf7/Bsye+tOipCA==,game 3,-62.82,churn,ru,false,19
2022-05-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,-14.61,churn,ru,false,43
2022-09-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,-13.47,churn,ru,false,43
2022-12-01,HZqx1XVZ1mb7lM9T61x+DA==,game 3,-13.86,churn,ru,false,43
2023-01-01,i0Pv5hwwYBxiPeCQ/AmnxQ==,game 3,-62.61,churn,ru,false,17
2022-10-01,I8yTxTfERu6jtLOfWB0dFQ==,game 3,-43.29,churn,ru,false,33
2022-12-01,ICBVvRc9TR+qF7IoBfEWsQ==,game 3,-31.98,churn,uk,true,18
2022-10-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,-41.61,churn,uk,false,19
2023-01-01,IdKyooyTjAbvCA7p+ujKCw==,game 3,-46.56,churn,uk,false,19
2022-05-01,iFFApiXZ2wPdS666BLpKZw==,game 3,-49.92,churn,uk,false,18
2022-11-01,iFFApiXZ2wPdS666BLpKZw==,game 3,-15.48,churn,uk,false,18
2022-05-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,-18.39,churn,uk,false,28
2022-08-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,-21.39,churn,uk,false,28
2022-12-01,iFnn4bfYgNs8OS5MCcLjeA==,game 3,-15.0,churn,uk,false,28
2022-12-01,iG1GfeiUaaoT1pZksh8QKw==,game 3,-13.65,churn,uk,false,39
2022-08-01,iIytnKqiHLJVVoC/S4HgPQ==,game 3,-12.51,churn,ru,false,24
2022-10-01,ildaqkizLaFesmkjCvlzmQ==,game 3,-50.19,churn,uk,false,24
2022-12-01,ildaqkizLaFesmkjCvlzmQ==,game 3,-12.12,churn,uk,false,24
2022-06-01,ilnMSoPJHAYMegDX02XG+w==,game 3,-64.86,churn,uk,false,25
2022-12-01,IS/yKhM20myJT0Ua+1Rk1w==,game 1,-30.54,churn,uk,false,26
2023-01-01,iw2tiT4Ar7pk2PlF0Jd6Yw==,game 3,-78.00,churn,ru,false,25
2022-07-01,J6WNl39fdxaY8ZtvV8wNkw==,game 3,-41.85,churn,uk,true,18
2022-08-01,JBV4ilPNTtWevrqq146kyg==,game 3,-34.59,churn,uk,false,43
2022-06-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,-15.06,churn,uk,false,36
2022-09-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,-26.31,churn,uk,false,36
2022-12-01,jKSOgyMP0Yzld1pVpvyYrg==,game 3,-12.6,churn,uk,false,36
2023-01-01,jM8s8LsWXTBSKnIgg7UVjQ==,game 3,-12.6,churn,uk,false,30
2022-07-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,-63.39,churn,uk,false,25
2022-09-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,-56.10,churn,uk,false,25
2022-12-01,Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,-59.04,churn,uk,false,25
2022-12-01,jQW6YmVUlZdePPY7F9NgMg==,game 3,-58.32,churn,uk,false,30
2022-12-01,juwM8fLyplCQTgKTP8dJgQ==,game 3,-16.44,churn,ru,false,34
2023-01-01,jVhb69DTRT5TSWYEiUrlbg==,game 3,-39.99,churn,uk,false,20
2022-09-01,JZddlB04roDQYT2zrRPBcA==,game 3,-12.45,churn,uk,false,44
2022-12-01,K5c4Zypq0/6iQYmv/Dqm5A==,game 3,-18.12,churn,uk,false,21
2022-08-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,-38.07,churn,ru,false,19
2022-11-01,K/6KHxREKTlFZXRfBNVNuQ==,game 3,-16.83,churn,ru,false,19
2022-09-01,kAGCRMpNBghYDdEZ7r3Ptg==,game 2,-12.93,churn,en,false,31
2022-11-01,KFO5m0KyIyGE1D5YZHC8Wg==,game 1,-25.71,churn,uk,true,21
2023-01-01,kGxMA4SONgR8wL4JeeX8PQ==,game 3,-32.37,churn,uk,false,23
2022-12-01,k+mv8oxK5y+607GU9LGO+A==,game 3,-32.76,churn,uk,false,17
2023-01-01,Krr8Kwf65LaX8LctHRsFWg==,game 3,-47.88,churn,ru,false,16
2022-05-01,l3sFUsG2qpcnrEzwRnjvtQ==,game 3,-59.73,churn,ru,false,15
2023-01-01,L3waZ4UDUTOCMfVcL29lGQ==,game 3,-45.06,churn,en,false,29
2022-09-01,L8+KU8u6xftnkFVO501X7w==,game 3,-14.55,churn,uk,false,30
2022-06-01,lCD23Awt3KotauWenCRr5w==,game 3,-90.75,churn,uk,false,20
2022-08-01,lCD23Awt3KotauWenCRr5w==,game 3,-22.98,churn,uk,false,20
2022-06-01,lGI5+OCzV6nnDMpyZWtZAg==,game 3,-17.25,churn,ru,false,18
2022-12-01,lHTzlMgVj6HJZc31yCCDng==,game 3,-14.73,churn,uk,false,19
2022-11-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,-23.79,churn,uk,false,20
2023-01-01,lJW2nxFOiXDfsmSrwGsFQw==,game 3,-31.38,churn,uk,false,20
2023-01-01,LO9NuZYI6zP2HXEBAS4wpw==,game 3,-45.60,churn,uk,false,23
2022-06-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,-13.2,churn,uk,false,29
2023-01-01,lP6BWSFF4OZeWp0jrAHY9g==,game 3,-36.6,churn,uk,false,29
2023-01-01,LuDHi0aoGmgpUtTGreh0fQ==,game 3,-12.09,churn,uk,true,22
2022-05-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,-82.23,churn,uk,false,21
2022-09-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,-58.50,churn,uk,false,21
2023-01-01,Lug+Yg90jslWgHEN6dc+Ng==,game 3,-33.09,churn,uk,false,21
